"id","name","unit_price","stock","brand_name"
505,Backpack,736.57,319,FreshFarms
506,Organic Apple,271.03,11,SprintPro
507,Desk Chair,563.13,215,SoundMax
508,Bluetooth Headphones Model 137,671.89,97,HomeEase
509,Notebook,387.72,109,ComfortSit
510,Backpack,878.37,70,HomeEase
511,Running Shoes,849.99,347,HomeEase
512,LED TV 42 inch,547.59,133,BeanBrew
513,Water Bottle Model 460,892.95,490,ElectroVision
514,Running Shoes,531.20,470,SoundMax
515,Organic Apple Model 556,96.88,271,GreenLeaf
516,LED TV 42 inch,510.30,204,SoundMax
517,Water Bottle,709.95,398,FreshFarms
518,Organic Apple,775.41,193,TechNova
519,Backpack,608.70,57,GreenLeaf
520,Desk Chair,643.27,436,TechNova
521,Backpack,872.85,235,TechNova
522,Organic Apple,492.98,81,ComfortSit
523,Desk Chair Model 173,889.16,140,SprintPro
524,Bluetooth Headphones Model 989,922.94,382,HealthPlus
525,Backpack,832.87,162,BeanBrew
526,Coffee Beans 1kg,724.05,98,TechNova
527,Desk Chair Model 341,835.65,353,TechNova
528,Backpack Model 553,536.74,416,HealthPlus
529,Smartphone,799.27,380,HomeEase
530,Running Shoes,821.97,233,BeanBrew
531,Desk Chair,455.82,83,ComfortSit
532,Running Shoes,697.48,58,HealthPlus
533,Smartphone,825.22,202,ComfortSit
534,Running Shoes Model 228,687.93,118,GreenLeaf
535,LED TV 42 inch,648.20,253,FreshFarms
536,Desk Chair Model 920,582.95,123,ComfortSit
537,Bluetooth Headphones,48.59,77,SoundMax
538,Notebook Model 282,708.26,273,SprintPro
539,Smartphone,249.91,244,BeanBrew
540,Running Shoes,868.17,346,BeanBrew
541,LED TV 42 inch,257.25,450,SoundMax
542,Running Shoes,965.18,498,HomeEase
543,Notebook,77.41,427,BeanBrew
544,Smartphone,342.02,208,SoundMax
545,Running Shoes Model 481,658.34,287,FreshFarms
546,Water Bottle,484.46,297,HealthPlus
547,Running Shoes Model 347,918.76,100,SoundMax
548,Coffee Beans 1kg Model 786,600.36,222,SprintPro
549,Coffee Beans 1kg,108.32,390,HomeEase
550,Notebook Model 635,327.44,423,BeanBrew
551,Coffee Beans 1kg,407.82,334,HomeEase
552,Notebook Model 303,903.01,102,ElectroVision
553,Backpack Model 671,801.02,232,ElectroVision
554,Coffee Beans 1kg,154.43,455,TechNova
555,Smartphone Model 780,611.92,489,TechNova
556,Water Bottle Model 671,103.56,211,SprintPro
557,LED TV 42 inch Model 945,57.42,364,ComfortSit
558,Bluetooth Headphones,560.61,358,ElectroVision
559,Coffee Beans 1kg,849.71,389,ComfortSit
560,Running Shoes Model 345,219.74,434,ElectroVision
561,Notebook,86.07,245,HealthPlus
562,Running Shoes,517.10,79,GreenLeaf
563,Bluetooth Headphones,996.89,8,GreenLeaf
564,Water Bottle,859.79,11,TechNova
565,Water Bottle,987.73,83,ElectroVision
566,Running Shoes,997.94,21,ComfortSit
567,Organic Apple,174.28,250,TechNova
568,Coffee Beans 1kg,861.16,387,SoundMax
569,Running Shoes,181.26,135,GreenLeaf
570,LED TV 42 inch,203.24,47,SprintPro
571,Notebook,290.94,398,HomeEase
572,Backpack,791.17,392,HomeEase
573,Coffee Beans 1kg,134.42,98,ComfortSit
574,Coffee Beans 1kg,456.63,11,TechNova
575,Coffee Beans 1kg,428.87,404,SprintPro
576,Coffee Beans 1kg Model 295,668.08,100,SprintPro
577,LED TV 42 inch,724.78,95,FreshFarms
578,Bluetooth Headphones Model 457,198.97,444,BeanBrew
579,Desk Chair,906.30,467,GreenLeaf
580,LED TV 42 inch,217.60,251,ElectroVision
581,Smartphone,552.33,500,HomeEase
582,Backpack Model 293,888.80,417,TechNova
583,Bluetooth Headphones,631.89,132,HomeEase
584,Smartphone,392.65,199,TechNova
585,Coffee Beans 1kg,405.62,320,HealthPlus
586,Bluetooth Headphones,376.35,398,HealthPlus
587,Desk Chair,314.77,119,FreshFarms
588,Organic Apple,55.12,386,HealthPlus
589,Coffee Beans 1kg,530.36,103,BeanBrew
590,Organic Apple,172.71,231,SoundMax
591,LED TV 42 inch,485.63,103,ComfortSit
592,Smartphone,985.27,126,HealthPlus
593,Running Shoes,124.41,497,BeanBrew
594,Smartphone Model 693,861.69,171,HealthPlus
595,Backpack,414.06,139,HealthPlus
596,Coffee Beans 1kg,819.77,163,ComfortSit
597,Running Shoes Model 846,292.98,325,GreenLeaf
598,Organic Apple,587.19,4,GreenLeaf
599,Bluetooth Headphones,979.08,368,ComfortSit
600,Water Bottle Model 427,490.51,42,TechNova
601,Backpack,308.69,499,HealthPlus
602,Bluetooth Headphones Model 748,973.54,108,GreenLeaf
603,Bluetooth Headphones,432.11,200,HealthPlus
604,Water Bottle Model 132,988.41,483,SoundMax
605,Smartphone,65.05,363,ComfortSit
606,Desk Chair Model 447,77.82,175,GreenLeaf
607,Water Bottle,614.19,140,HealthPlus
608,Organic Apple,647.24,197,TechNova
609,Bluetooth Headphones,502.57,446,FreshFarms
610,Organic Apple,932.68,294,ElectroVision
611,LED TV 42 inch,75.85,356,HealthPlus
612,Running Shoes Model 499,445.26,83,HealthPlus
613,Notebook Model 339,583.15,97,SoundMax
614,LED TV 42 inch Model 751,595.02,239,HealthPlus
615,Backpack Model 550,242.86,257,HomeEase
616,Coffee Beans 1kg Model 795,270.60,144,FreshFarms
617,Smartphone,544.28,322,BeanBrew
618,Backpack,561.65,192,BeanBrew
619,LED TV 42 inch,312.43,389,HomeEase
620,Notebook Model 294,414.73,359,GreenLeaf
621,Organic Apple Model 486,584.10,163,GreenLeaf
622,Water Bottle,387.48,434,HomeEase
623,Smartphone,736.89,143,HealthPlus
624,Coffee Beans 1kg,576.94,432,HomeEase
625,Smartphone Model 446,591.61,332,ComfortSit
626,Smartphone,786.14,379,HomeEase
627,Bluetooth Headphones Model 897,937.74,86,SprintPro
628,Backpack Model 731,198.29,130,SoundMax
629,Coffee Beans 1kg Model 233,795.81,351,TechNova
630,Bluetooth Headphones,15.58,474,HealthPlus
631,Desk Chair Model 654,987.97,59,BeanBrew
632,Smartphone Model 462,919.47,248,FreshFarms
633,LED TV 42 inch,892.25,298,HealthPlus
634,Desk Chair,471.65,380,SoundMax
635,Running Shoes,497.23,313,HomeEase
636,Desk Chair Model 645,154.34,66,HomeEase
637,LED TV 42 inch,914.88,278,ElectroVision
638,Coffee Beans 1kg,957.22,485,SprintPro
639,Bluetooth Headphones,348.26,202,TechNova
640,Notebook,224.55,396,FreshFarms
641,Organic Apple,467.87,125,SprintPro
642,LED TV 42 inch,928.71,102,SoundMax
643,Backpack,235.31,251,SprintPro
644,Smartphone,988.49,268,SoundMax
645,Backpack Model 909,944.70,209,SprintPro
646,Organic Apple Model 622,383.59,274,HealthPlus
647,Backpack Model 605,441.93,188,FreshFarms
648,Organic Apple Model 252,606.66,287,FreshFarms
649,Organic Apple,104.70,3,HomeEase
650,Smartphone,590.27,40,HomeEase
651,Backpack,908.05,241,SprintPro
652,Smartphone,356.71,369,TechNova
653,Running Shoes,483.62,443,SprintPro
654,Running Shoes,617.16,360,SoundMax
655,Desk Chair,561.26,60,ComfortSit
656,LED TV 42 inch Model 753,754.60,306,BeanBrew
657,Organic Apple Model 158,887.76,92,BeanBrew
658,Backpack,908.65,474,ElectroVision
659,Notebook,976.69,222,GreenLeaf
660,Backpack,126.46,93,GreenLeaf
661,Running Shoes,120.92,83,BeanBrew
662,LED TV 42 inch Model 264,24.25,175,SprintPro
663,LED TV 42 inch,451.58,77,HomeEase
664,Running Shoes Model 524,235.24,256,GreenLeaf
665,Smartphone,166.49,140,ElectroVision
666,Notebook,120.33,423,ComfortSit
667,Desk Chair Model 662,38.11,170,ComfortSit
668,Running Shoes,955.48,164,ComfortSit
669,LED TV 42 inch,933.32,74,SprintPro
670,Notebook,471.05,479,SoundMax
671,Notebook,741.38,342,SprintPro
672,Coffee Beans 1kg,683.89,216,HealthPlus
673,Running Shoes,89.34,8,ComfortSit
674,Coffee Beans 1kg,74.50,265,TechNova
675,Bluetooth Headphones,651.00,256,HomeEase
676,Bluetooth Headphones,867.97,43,FreshFarms
677,Notebook,234.62,39,ElectroVision
678,Notebook,698.02,277,GreenLeaf
679,Bluetooth Headphones,408.66,402,HomeEase
680,Notebook,410.51,471,HealthPlus
681,Coffee Beans 1kg,573.86,264,BeanBrew
682,Organic Apple Model 387,438.49,437,BeanBrew
683,Backpack Model 329,211.02,439,SoundMax
684,Desk Chair,532.31,48,ComfortSit
685,Desk Chair,873.95,273,ComfortSit
686,Desk Chair,666.24,308,BeanBrew
687,Running Shoes,236.37,413,ComfortSit
688,Notebook,440.03,316,SprintPro
689,LED TV 42 inch,962.32,340,BeanBrew
690,Desk Chair,977.74,418,ElectroVision
691,Backpack,238.83,24,FreshFarms
692,Smartphone,183.41,26,ElectroVision
693,Desk Chair Model 545,114.43,127,ComfortSit
694,Water Bottle Model 272,561.84,47,SprintPro
695,Bluetooth Headphones,393.43,46,SoundMax
696,Organic Apple,961.29,425,SprintPro
697,Backpack Model 145,781.47,249,HomeEase
698,Smartphone,411.44,438,GreenLeaf
699,Smartphone,460.44,6,TechNova
700,LED TV 42 inch,679.55,31,HealthPlus
701,Coffee Beans 1kg,498.80,197,TechNova
702,LED TV 42 inch,556.22,137,ElectroVision
703,LED TV 42 inch,30.01,419,HomeEase
704,Organic Apple,832.48,226,HealthPlus
705,Coffee Beans 1kg Model 958,466.14,127,BeanBrew
706,Organic Apple,48.12,71,SoundMax
707,Organic Apple,494.48,490,ElectroVision
708,Smartphone Model 823,619.62,475,BeanBrew
709,Coffee Beans 1kg Model 179,6.30,339,FreshFarms
710,Water Bottle Model 354,299.96,136,FreshFarms
711,Organic Apple,109.35,108,TechNova
712,LED TV 42 inch,331.00,332,HomeEase
713,LED TV 42 inch,246.39,449,SoundMax
714,Coffee Beans 1kg Model 772,230.28,446,SoundMax
715,Coffee Beans 1kg,113.06,498,SoundMax
716,Organic Apple,91.99,237,GreenLeaf
717,Running Shoes,921.89,473,SoundMax
718,Backpack Model 817,457.51,29,HomeEase
719,Smartphone Model 924,702.29,334,SprintPro
720,Bluetooth Headphones,760.58,211,TechNova
721,Bluetooth Headphones,505.90,267,FreshFarms
722,Running Shoes Model 818,808.71,232,FreshFarms
723,Desk Chair Model 136,369.68,439,ComfortSit
724,Water Bottle,851.51,151,HomeEase
725,Bluetooth Headphones,735.74,223,GreenLeaf
726,Organic Apple,95.13,102,HealthPlus
727,Notebook,500.64,36,BeanBrew
728,Notebook Model 856,797.75,489,ComfortSit
729,Smartphone,537.04,88,SprintPro
730,Coffee Beans 1kg Model 820,740.05,160,BeanBrew
731,Organic Apple Model 910,559.47,490,TechNova
732,Notebook,712.72,436,GreenLeaf
733,Smartphone,191.62,32,ElectroVision
734,Coffee Beans 1kg,384.90,61,HomeEase
735,Smartphone,391.49,13,FreshFarms
736,Bluetooth Headphones,74.18,295,ElectroVision
737,Smartphone,331.76,188,SprintPro
738,Bluetooth Headphones Model 188,451.50,493,SprintPro
739,Bluetooth Headphones,140.52,457,BeanBrew
740,LED TV 42 inch,648.04,302,ComfortSit
741,Notebook,156.75,396,SprintPro
742,Notebook,927.63,384,BeanBrew
743,Bluetooth Headphones,826.53,360,GreenLeaf
744,Organic Apple,266.82,196,SoundMax
745,Desk Chair,481.46,159,GreenLeaf
746,Desk Chair,389.44,91,TechNova
747,Smartphone,763.69,281,ComfortSit
748,Desk Chair,560.11,421,SoundMax
749,Organic Apple Model 837,158.07,431,GreenLeaf
750,Running Shoes,394.19,130,BeanBrew
751,Organic Apple,347.47,45,SoundMax
752,Bluetooth Headphones,738.26,11,BeanBrew
753,Smartphone,764.32,0,GreenLeaf
754,Backpack Model 603,434.05,324,HomeEase
755,Backpack,22.46,9,ComfortSit
756,Organic Apple,612.20,293,FreshFarms
757,Coffee Beans 1kg,220.06,169,ElectroVision
758,Water Bottle,210.91,401,BeanBrew
759,Desk Chair Model 461,111.62,92,ElectroVision
760,Smartphone,141.56,482,FreshFarms
761,Coffee Beans 1kg,449.06,312,ComfortSit
762,Smartphone Model 811,22.77,436,HomeEase
763,Notebook,797.33,278,SprintPro
764,Bluetooth Headphones,224.60,444,GreenLeaf
765,Bluetooth Headphones Model 805,921.37,110,ComfortSit
766,Desk Chair,748.29,68,FreshFarms
767,Desk Chair,826.46,72,SprintPro
768,Coffee Beans 1kg Model 252,795.59,171,HealthPlus
769,Coffee Beans 1kg,98.35,87,FreshFarms
770,Coffee Beans 1kg,44.74,431,ComfortSit
771,Bluetooth Headphones Model 988,981.84,131,TechNova
772,Notebook,518.43,313,GreenLeaf
773,Backpack,686.93,71,SoundMax
774,Coffee Beans 1kg Model 787,180.59,38,ElectroVision
775,Backpack,675.16,325,FreshFarms
776,Organic Apple,192.74,40,HomeEase
777,Smartphone,601.45,207,TechNova
778,Smartphone Model 566,320.42,101,FreshFarms
779,Backpack Model 253,545.88,30,SoundMax
780,Backpack,520.75,87,TechNova
781,Desk Chair Model 307,372.39,115,HealthPlus
782,Coffee Beans 1kg,615.07,369,GreenLeaf
783,Organic Apple,685.63,198,BeanBrew
784,Notebook,842.90,130,TechNova
785,Coffee Beans 1kg,761.24,331,BeanBrew
786,Smartphone Model 535,779.74,220,GreenLeaf
787,LED TV 42 inch Model 905,961.80,375,SprintPro
788,Organic Apple,986.63,274,FreshFarms
789,Bluetooth Headphones Model 574,446.42,10,SoundMax
790,Notebook,930.20,448,ComfortSit
791,Running Shoes,56.98,261,SoundMax
792,LED TV 42 inch,278.58,367,TechNova
793,Running Shoes Model 480,319.50,210,BeanBrew
794,Bluetooth Headphones,347.28,484,BeanBrew
795,Smartphone Model 486,512.98,253,HealthPlus
796,Notebook,531.29,77,HealthPlus
797,Bluetooth Headphones,434.87,21,SprintPro
798,Organic Apple,60.43,489,SoundMax
799,Water Bottle,773.60,22,SprintPro
800,Running Shoes,428.95,286,BeanBrew
801,Desk Chair Model 986,736.72,359,ElectroVision
802,Coffee Beans 1kg Model 141,571.37,189,ElectroVision
803,Smartphone Model 307,122.86,136,BeanBrew
804,Water Bottle,367.80,161,TechNova
805,Running Shoes Model 352,64.37,387,BeanBrew
806,Coffee Beans 1kg,645.97,64,BeanBrew
807,Backpack,844.02,35,GreenLeaf
808,Organic Apple,417.35,113,FreshFarms
809,Bluetooth Headphones,515.49,58,BeanBrew
810,Coffee Beans 1kg,27.78,369,FreshFarms
811,LED TV 42 inch Model 755,201.26,251,ElectroVision
812,Backpack Model 739,422.55,356,ComfortSit
813,Smartphone,654.64,473,SprintPro
814,Backpack,459.41,299,HealthPlus
815,Smartphone,367.52,103,HealthPlus
816,Smartphone,722.35,48,ComfortSit
817,Desk Chair Model 440,357.60,450,SprintPro
818,Coffee Beans 1kg,568.17,463,GreenLeaf
819,Backpack Model 669,242.39,445,ElectroVision
820,Smartphone,806.54,352,SprintPro
821,Smartphone,605.73,431,GreenLeaf
822,LED TV 42 inch,52.65,145,SprintPro
823,Running Shoes,469.79,158,ComfortSit
824,Backpack,829.03,149,HealthPlus
825,Bluetooth Headphones,16.85,208,HomeEase
826,Bluetooth Headphones,987.72,245,SprintPro
827,Organic Apple,545.18,285,BeanBrew
828,Running Shoes,103.58,190,HomeEase
829,Coffee Beans 1kg,411.88,93,GreenLeaf
830,Bluetooth Headphones,286.99,171,HealthPlus
831,Notebook,198.96,380,SoundMax
832,Organic Apple Model 613,487.46,452,ComfortSit
833,Bluetooth Headphones,830.33,219,GreenLeaf
834,Water Bottle,735.33,347,HomeEase
835,Running Shoes,536.06,490,TechNova
836,Smartphone,306.58,371,HomeEase
837,Running Shoes,605.40,221,ElectroVision
838,Bluetooth Headphones Model 982,191.88,42,GreenLeaf
839,Backpack Model 797,112.06,0,SprintPro
840,Backpack,28.97,248,SprintPro
841,Coffee Beans 1kg,134.22,43,TechNova
842,Coffee Beans 1kg Model 737,343.41,33,ComfortSit
843,Notebook,425.83,456,HealthPlus
844,Backpack,423.73,11,BeanBrew
845,Desk Chair,847.92,14,HomeEase
846,LED TV 42 inch,158.30,422,HomeEase
847,Running Shoes,972.60,491,BeanBrew
848,Coffee Beans 1kg Model 198,860.21,299,FreshFarms
849,Coffee Beans 1kg,942.07,0,BeanBrew
850,LED TV 42 inch Model 992,296.29,90,ComfortSit
851,Backpack,452.12,416,SoundMax
852,LED TV 42 inch Model 591,235.07,376,HealthPlus
853,Running Shoes Model 506,558.97,438,BeanBrew
854,Desk Chair,2.48,176,BeanBrew
855,Bluetooth Headphones,648.08,442,ComfortSit
856,Desk Chair,777.76,95,SprintPro
857,Bluetooth Headphones,360.45,202,HealthPlus
858,Backpack,273.75,192,TechNova
859,LED TV 42 inch,45.02,181,TechNova
860,Running Shoes,593.60,397,SprintPro
861,Backpack Model 745,86.54,215,GreenLeaf
862,Notebook,382.20,228,ComfortSit
863,Running Shoes,892.75,400,SoundMax
864,Desk Chair Model 390,178.01,370,SprintPro
865,Notebook,554.02,363,ElectroVision
866,Smartphone,220.56,126,TechNova
867,Desk Chair,560.11,32,HealthPlus
868,Desk Chair,282.77,304,ElectroVision
869,Bluetooth Headphones,752.18,302,SoundMax
870,Smartphone Model 306,504.77,294,SoundMax
871,Organic Apple,370.84,265,HomeEase
872,Water Bottle Model 922,38.50,304,FreshFarms
873,Notebook,94.74,313,ComfortSit
874,Organic Apple,668.82,217,HomeEase
875,Bluetooth Headphones,952.84,142,HomeEase
876,Backpack,251.80,394,FreshFarms
877,Water Bottle,713.87,462,ComfortSit
878,Desk Chair,328.85,76,GreenLeaf
879,Desk Chair,199.54,149,ComfortSit
880,Running Shoes,396.76,366,HomeEase
881,Water Bottle,79.77,455,FreshFarms
882,Organic Apple,228.66,84,HealthPlus
883,Desk Chair,427.28,187,TechNova
884,Water Bottle Model 496,756.25,367,ComfortSit
885,Smartphone,501.57,199,HomeEase
886,Desk Chair,654.21,366,SoundMax
887,Bluetooth Headphones,933.13,162,FreshFarms
888,Organic Apple,673.96,280,GreenLeaf
889,Bluetooth Headphones,160.03,385,SprintPro
890,Organic Apple Model 834,331.82,412,TechNova
891,Organic Apple,736.26,290,ComfortSit
892,Coffee Beans 1kg,181.65,264,BeanBrew
893,Backpack,260.02,499,BeanBrew
894,Bluetooth Headphones Model 293,949.68,397,BeanBrew
895,Notebook Model 795,883.38,125,GreenLeaf
896,Notebook,423.38,235,BeanBrew
897,Coffee Beans 1kg,960.29,494,BeanBrew
898,Backpack,428.06,456,HealthPlus
899,LED TV 42 inch,319.31,227,ComfortSit
900,Bluetooth Headphones Model 968,687.00,448,SoundMax
901,Desk Chair,751.08,238,ElectroVision
902,Running Shoes,474.86,485,HomeEase
903,Water Bottle,221.24,142,SprintPro
904,Backpack,194.63,402,BeanBrew
905,Running Shoes Model 630,309.38,108,ComfortSit
906,Bluetooth Headphones,665.13,235,SoundMax
907,Running Shoes,488.25,42,BeanBrew
908,LED TV 42 inch,998.85,232,BeanBrew
909,Running Shoes,600.33,436,ComfortSit
910,Water Bottle,169.36,121,TechNova
911,Organic Apple,102.54,52,GreenLeaf
912,Coffee Beans 1kg Model 113,468.76,391,ComfortSit
913,Organic Apple,961.19,117,FreshFarms
914,LED TV 42 inch,293.30,404,ElectroVision
915,LED TV 42 inch,45.22,64,ElectroVision
916,LED TV 42 inch Model 641,506.32,272,SprintPro
917,LED TV 42 inch,271.05,214,SoundMax
918,Coffee Beans 1kg,539.73,150,BeanBrew
919,Bluetooth Headphones,669.78,153,SprintPro
920,Coffee Beans 1kg,592.06,100,BeanBrew
921,Notebook,674.39,407,SoundMax
922,LED TV 42 inch Model 190,575.76,165,GreenLeaf
923,Backpack,626.41,341,SprintPro
924,Running Shoes,461.88,294,HealthPlus
925,Organic Apple Model 149,128.81,352,BeanBrew
926,Running Shoes,84.30,269,ElectroVision
927,LED TV 42 inch Model 435,818.00,471,SprintPro
928,Running Shoes Model 596,512.05,18,ComfortSit
929,LED TV 42 inch,707.33,377,ComfortSit
930,Coffee Beans 1kg,372.18,309,GreenLeaf
931,Running Shoes,595.39,487,GreenLeaf
932,Smartphone,118.23,471,BeanBrew
933,Bluetooth Headphones,950.97,496,SoundMax
934,Coffee Beans 1kg,399.08,29,HomeEase
935,Running Shoes,410.46,76,HomeEase
936,LED TV 42 inch Model 106,374.58,207,SoundMax
937,Notebook Model 658,641.30,74,GreenLeaf
938,LED TV 42 inch,997.36,175,TechNova
939,Backpack,1.15,134,ElectroVision
940,Organic Apple Model 399,597.38,14,HomeEase
941,Backpack Model 854,94.38,308,SoundMax
942,Running Shoes,638.15,326,HomeEase
943,Desk Chair,713.92,183,SoundMax
944,Bluetooth Headphones Model 101,125.91,36,ComfortSit
945,Desk Chair,512.19,497,SoundMax
946,Running Shoes,105.51,476,BeanBrew
947,Bluetooth Headphones,163.27,169,FreshFarms
948,Notebook,759.91,491,ComfortSit
949,LED TV 42 inch,472.94,261,ElectroVision
950,Smartphone Model 934,992.20,239,SoundMax
951,Desk Chair,684.37,350,HealthPlus
952,LED TV 42 inch Model 450,943.23,268,HomeEase
953,Organic Apple Model 600,293.71,77,SoundMax
954,Running Shoes,418.23,500,GreenLeaf
955,Smartphone,921.20,27,SoundMax
956,Organic Apple,762.73,198,GreenLeaf
957,LED TV 42 inch,382.37,316,ElectroVision
958,Coffee Beans 1kg,207.37,189,HealthPlus
959,Smartphone Model 642,785.51,139,ComfortSit
960,Coffee Beans 1kg,357.55,405,SoundMax
961,Organic Apple,994.13,332,GreenLeaf
962,Desk Chair,540.29,199,GreenLeaf
963,Running Shoes Model 370,802.34,467,HealthPlus
964,Coffee Beans 1kg Model 658,696.17,39,SprintPro
965,Notebook,932.48,234,SprintPro
966,Running Shoes,280.09,307,TechNova
967,LED TV 42 inch,246.48,180,FreshFarms
968,Coffee Beans 1kg,359.13,75,ElectroVision
969,Desk Chair Model 587,573.17,10,SprintPro
970,Notebook Model 310,769.78,491,TechNova
971,Water Bottle Model 453,971.04,453,HomeEase
972,Coffee Beans 1kg,134.58,228,ComfortSit
973,Coffee Beans 1kg,897.58,250,HealthPlus
974,Desk Chair Model 703,780.68,112,HomeEase
975,Notebook,372.32,199,ComfortSit
976,Coffee Beans 1kg,56.17,108,SprintPro
977,Backpack,688.64,478,SoundMax
978,Notebook,605.70,26,BeanBrew
979,Bluetooth Headphones,579.13,340,SoundMax
980,Organic Apple,376.06,230,TechNova
981,Coffee Beans 1kg,128.24,374,HealthPlus
982,LED TV 42 inch,893.59,469,HomeEase
983,Organic Apple,833.10,333,FreshFarms
984,Running Shoes,686.34,238,SprintPro
985,Water Bottle Model 688,707.19,379,HealthPlus
986,Organic Apple,300.52,388,TechNova
987,LED TV 42 inch,155.68,274,SprintPro
988,Running Shoes Model 399,927.20,52,SprintPro
989,Smartphone,727.05,339,ElectroVision
990,Water Bottle Model 625,719.89,284,SoundMax
991,Notebook,316.66,41,BeanBrew
992,Notebook,902.94,382,FreshFarms
993,Smartphone,69.95,258,HealthPlus
994,Water Bottle Model 395,171.43,330,SoundMax
995,Water Bottle,389.27,337,HomeEase
996,Organic Apple Model 409,244.85,119,HomeEase
997,Desk Chair Model 797,121.10,491,GreenLeaf
998,Backpack Model 819,977.64,363,ComfortSit
999,Coffee Beans 1kg,660.60,336,HealthPlus
1000,Bluetooth Headphones Model 372,951.04,479,SoundMax
1001,LED TV 42 inch,184.56,390,SprintPro
1002,Organic Apple,248.00,283,ComfortSit
1003,Desk Chair,80.39,277,ComfortSit
1004,Backpack,970.84,436,HomeEase
1005,Running Shoes Model 572,626.85,225,ElectroVision
1006,Water Bottle Model 773,792.61,14,ComfortSit
1007,Organic Apple,794.19,34,TechNova
1008,Coffee Beans 1kg,955.97,41,FreshFarms
1009,Backpack,246.81,70,HealthPlus
1010,Backpack,657.61,171,ElectroVision
